Comment,Sentiment,Like,Haha,Angry,Love,Care,Sad,Wow
ভালো ফর্ম চাই শুধু দাদা,Positive,7,0,0,0,0,0,0
যানি নাহ এশিয়া কাপে কি হয়,Positive,0,0,0,0,0,0,0
আমাদের দিনাজপুর জেলার গৌরব লিটন দাদা,Positive,0,0,0,0,0,0,0
স্ট্রাটেজি বদলিয়ে ফেলেন দাদা সফল হবেন,Positive,0,0,0,0,0,0,0
আপনার কি হলো,Positive,0,0,0,0,0,0,0
সামনে দুই টা বড় টুর্নামেন্ট আছে,Positive,0,1,0,0,0,0,0
নিজেকে সস্তা কোরে পেল না,Positive,3,0,0,0,0,0,0
বাংলাদেশের সেরা ওপেনার তামিমের পর লিটন হবে 🇧🇩️,Positive,1,1,0,0,0,0,0
শ্রীলঙ্কায় বিজনেস ভালো হয় না মনে হয়,Positive,4,0,0,0,0,0,0
ক্রিকেটের নামে জাতীয় দলে ডুকে ব্যাবসা করে পুজি বাড়াচ্ছো জাতী তা জানে,Positive,0,0,0,0,0,0,0
কোটায় আর কত খেলবেন দাদা BAL র কোটা বাদ দিয়ে বাড়িতে আসে মুড়ি ভাঝেন,Negative,6,11,1,1,1,0,0
খেলতে আসছো ভালো করে খেলো কিসের ব্যবসা,Positive,0,0,0,0,0,0,0
জবাবটা চাই আপনার ব্যাটে🇧🇩,Positive,2,0,0,0,0,0,0
এবার আবার ডিসকাউন্ট এর ব্যবস্থা করবে দাদু,Positive,0,0,0,0,0,0,0
ভাই অন্তত এই কয়েকটা মাস কঠোর পরিশ্রম করেন সবাই ইনশাআল্লাহ ভালো কিছু হবে দোয়া আছে সবার,Positive,18,1,0,5,3,0,0
যে সোনা খেলছো ২০/২২ এভারেজ আর ১০০ কাছাকাছি স্টাইক রেট নিয়া,Negative,5,0,0,1,0,0,0
আপনি মিয়া ভাব মারেন বেশি,Positive,8,0,0,0,1,0,0
লিটনের এসব তৈলাক্ত কথায় কাজ হবে না,Negative,5,0,0,1,0,0,0
বাংলাদেশ ক্রিকেটের আবেগঘন মূহুর্তো গুলো খুব সুন্দর ছিলো বাংলাদেশ ক্রিকেটের শুরু থেকে ২০১০ সাল পর্যন্ত বাংলাদেশ ক্রিকেট ছিলো একটা আবেগের নাম আর সেই আবেগের সাথে জরিয়ে আছেমোহাম্মদ আশরাফুল,Positive,4,0,0,2,0,0,0
"শুভ কামনা লিটন দাস 
এশিয়া কাপ ও বিশ্বকাপে আপনার ব্যাটে তাকিয়ে থাকবো",Positive,2,0,0,1,0,0,0
অনেক অনেক ভালোবাসা প্রিয় লিটন দেশকে বহুদূর এগিয়ে নিয়ে যান এটাই চাই 🇧🇩,Positive,4,1,0,0,0,0,0
তোমাদের ভালো কিছু করার প্রতিভা আমাদের কে বার বার আনন্দিত করে,Positive,2,0,0,0,0,0,0
ভাই তোমার খেলা দেখবো চলো ব্যাটে করে দেখাও ️,Positive,13,0,0,18,4,0,0
দাদা আপনার জন্য সব সময় শুভ কামনা রইলো আর যাতে ভাল কিছু দেখতে পারেন,Positive,2,0,0,0,0,0,0
"অধিনায়কত্ব না পাওয়াতে দাদা মনে হয় কষ্ট পেয়েছেন 
আগামীর জন্য শুভকামনা রইলো দাদা",Positive,5,6,4,0,0,0,0
"অধিনায়ক পেলে মনে হয়
দলকে নিশ্চিহ্ন এগিয়ে নিয়ে যেতে",Neutral,2,0,0,0,0,0,0
ঠিক আছে কিন্তু বড় বড় টিমের সাথে আপনি খেলতে পারেন না এটা মানা লাগবে এটা বাস্তব,Neutral,3,0,0,0,0,0,0
মানুষ কে কি বললো ভাই সেগুলা দেখার সময় নাই,Positive,4,0,0,0,0,0,0
এশিয়া কাপে সর্বোচ্চ রানের তালিকায় দেখতে চাই,Positive,2,0,0,0,0,0,0
হলুদ সাংবাদিক থেকে বাঁচতে হবে দাদা,Positive,1,0,0,0,0,0,0
কিপিং আর ব্যাটিং এ বেশি করে ফোকাস দেওয়ার সময় এসেছে এমোন ভাবে খেলেন যেনো সবাই বলে LKD ছিলো বলে ম্যাচ জিতেছি,Positive,6,0,0,0,1,0,0
দেশের হিরা আপনি,Positive,1,0,0,1,0,0,0
ভাই আপনি ইন্ডিয়ার সঙ্গে ম্যাচ পরলে যে টা আমাদের দেয়ার চেষ্টা করেন সেই খেলার সামান্য টুকুও যদি এইবার বিশ্বকাপ এ আমাদের দিতে পারেন তাহলে ইনশাআল্লাহ জয়টা আমাদেরই হবে ️,Positive,1,0,0,0,0,0,0
ভাই তুই একটু নিয়মিত হআর কত এক ইনিংস খেলে খেলে ঘুমের দেশে,Positive,1,0,0,0,0,0,0
কি আর দিবা তুমি রে ভাই এশিয়া কাপ প্রথম দিনে জিরো করবা,Negative,1,0,0,0,0,0,0
পারফরম্যান্স এর থেকে ভাব বেশি থাকে,Negative,1,1,0,0,0,0,0
শুভকামনা লিটন দা,Positive,1,0,0,0,0,0,0
আপনার বর্তমানে যে ফর্ম,Negative,1,0,0,0,0,0,0
"ক্যারিয়ারের বেশির ভাগ সময়ই গেল ফ্লপ
তার দ্বারা ভালো কিছু কতটা আশা করা যায়",Negative,1,0,0,0,0,0,0
এইবার হই নাই আগামিতে হবে ইনশাল্লাহ এগিয়ে যাও দাদা,Positive,0,0,0,0,0,0,0
"বেস্ট অফ লাক ব্র
আর সাংবাদিকদের যোগ্য আন্সার সেওয়ার জন্য সবসময়ই ধন্যবাদ",Positive,1,0,0,0,0,0,0
বাংলাদেশের এশিয়া কাপ স্কোয়াড সাকিব আল হাসানঅধিনায়ক,Neutral,0,0,0,0,0,0,0
আবেগি হবেন না ভাই,Positive,1,0,0,0,0,0,0
নিজেকে তো নিজেই খুজে পাচ্ছেন না,Negative,1,0,0,0,0,0,0
মুখে অনেক কিছুই বলা যায় কাজে দেখাতে হবে আমিও মুখে বললাম এইবার বিশ্বকাপে আমি কেপ্টেন থাকবো বাংলাদেশের ‍️,Positive,1,0,0,0,0,0,0
অধিনায়ক পেলে না,Neutral,4,1,0,0,0,0,0
আমরা বলতে পারি আমাদের বিরাট কোহলি নাই তবে আমাদে একজন লিটন দাস আছে,Positive,0,0,0,0,0,0,0
কাপ না আনতে পারলে আপনারা ব্যর্থ কত বছর ক্রিকেট খেলছি বড় কিছু অর্জন নেই আমাদের,Negative,4,0,0,0,1,0,0
এশিয়া কাপে ২টা সেঞ্চুরি চাই,Positive,0,0,0,0,0,0,0
হ‍্যা নিজের সেরাটা তো অবশ্যই দিতে হবে আপনাকে কারণ আপনাদের নিয়েই তো 18 কোটি বাঙ্গালীর স্বপ্ন মিশে আছে 🇧🇩,Positive,0,0,0,0,0,0,0
বাংলাদেশের সাংবাদিকদের এড়িয়ে চললে ভালো কিছু করা সম্ভব,Positive,1,0,0,0,0,0,0
একজন জন ভালো খেলোয়াড়দের প্রতি একটু বেশি প্রত্যাশা থাকে,Positive,0,0,0,0,0,0,0
ভাই আপনার জন্য দোয়া রইল আমরা আপনার কাছ থেকে ভালো কিছু পাওয়ার আশা করি,Positive,3,0,0,0,0,0,0
মনে মনে খিয়াল আছলো ক্যাপ্টেন হওয়ার,Positive,1,0,0,0,0,0,0
আরো ভালো করলে খুশি হতাম,Positive,1,0,0,0,0,0,0
তুমি ক্রিকেট খেলা ভালো করে শিখো তার পর খেলতে যেও,Negative,1,0,0,0,0,0,0
তুমি তো নিজেকে খুব বড় খেলোয়াড় মনে করো,Negative,0,0,0,0,0,0,0
জোরে ব্যাট করলে মাঠে ঘূর্ণিঝড় আসতে পারে সে জন্য ইয়াসির রাব্বি জোরে ব্যাট করে না,Positive,0,2,0,0,0,0,0
এখন অধিনায়ক পাউনি এই ছাড়া আর কি বলবে ডিসকাউন্ট দা,Positive,1,0,0,0,0,0,0
এগিয়ে যান দাদাসমালোচকদের কথায় কান দিতে নেই,Positive,2,0,0,0,0,0,0
পাপন নান্নু হটাও ক্রিকেট বাঁচাও,Positive,0,0,0,0,0,0,0
Litton Kumer Das দাদা ছোট মানুষ একটা উপদেশ দেই,Positive,0,0,0,0,0,0,0
দেশের জন্য ভালো কিছু করেন আমরা জনগণতো এটাই চাই আপনাদের কাছে,Positive,0,0,0,0,0,0,0
পাকনা কথা কম বলে খেলায় মনোযোগ দিলে ভালো হয় দাদা,Positive,0,0,0,0,0,0,0
বিশ্বকাপে আপনি সাকিব ভাই সৌম্য সরকার,Positive,2,0,0,0,0,0,0
তুমি ওপেনিং ছেড়ে টেষ্টের মতো ব্যাটিং স্পট টা মিডেল অর্ডারে করো তাহলে অন্তত টেষ্টের মতই ধারাবাহিক হবা নতুন বলে তোমার এখনও অনেক দূর্বলতা লক্ষনীয়,Negative,1,0,0,0,0,0,0
তুই তো আন্ডা মারস,Negative,0,0,0,1,0,0,0
Litton Kumer Das অধিনায়কত্ব করতে হলে ভালো খেলার পাশাপাশি,Positive,0,0,0,0,0,0,0
তোমার ভিতরে প্রচুর ভয় এই ভয়ের কারনে সৌম্য দল থেকে বাদ গেলো আমরা চায় তুমি নির্ভয়ে খেলো,Positive,1,0,0,0,0,0,0
লর্ড আজীবন লর্ডই থেকে যাবো দিনে দুইটা করে পোস্ট করলেই হবে না বিশ্বকাপে রান করতে হবে,Positive,1,0,0,0,0,0,0
️️️ শুভেচ্ছা রইল অনেক অনেক দাবি রইল টুর্নামেন্ট সেরা ট্রফির,Positive,0,0,0,0,0,0,0
আলহামদুলিল্লাহ অনেক অনেক দোয়া রইল দেশের জন্য ভালো কিছু বয়ে আনুন এটাই প্রত্যাশা 🇧🇩,Positive,0,0,0,0,0,0,0
তুমি ভাই একটু ভালো করে খেলো ইস্টায়লিস সট না করে কিছু রান করে বা ইনিংস বড় করতে ইচ্ছা করিও আর ভালো করে বেট কর তািলে হবে ভাই️️,Positive,0,0,0,0,0,0,0
আমরাও জানি আপনি অনেক ভালো খেলেনকিন্তু আপনি সব সময় একটু বেশিই ভাব নেন এই কারনে আপনাকে অনেকেই এখন দেখতে পারে না,Negative,0,0,0,0,0,0,0
আমি চাই এবার এশিয়া কাপে বাংলাদেশ যেন লজ্জাজনক ভাবে হেরে বিদায় নেয়,Negative,0,0,0,0,0,0,0
20,Negative,0,0,0,0,0,0,0
সেই লীগ তা বলে ভালো ছিলআবার ইনজয় করেছে,Positive,0,0,0,0,0,0,0
বাংলাদেশের এশিয়া কাপ ও বিশ্বকাপের ওয়ানডে অধিনায়ক সাকিব আল হাসান  মানুষ তো স্বপ্ন নিয়েই বেঁচে থাকে স্বপ্ন দেখতে দোষ কোথায়,Positive,1,0,0,0,0,0,0
"চিল চিল চিল 🫣
আমি লিটনের ফ্যান ছিলাম
এখন দেখি সে একটা পাকনা",Negative,0,0,0,0,0,0,0
"ভাই দেশের জন্য একটু লড়ে দেখেন ভালোবাসা অনেক বেড়ে যাবে️🇧🇩
আমি আপনার এক হতভাগা সাপোর্টার ️
LKD16",Positive,0,0,0,0,0,0,0
কিছু কর এবার বিশ্বকাপের জন্য ️,Positive,0,0,0,0,0,0,0
আপনার বিরুদ্ধে যারা অপপ্রচার চালাচ্ছে,Positive,0,0,0,0,0,0,0
মিয়া একটু ধারাবাহিক হোন এক ম্যাচ ভালো করলে পরের ৩৪ ম্যাচ তো খুজে পাওয়া যায়না আপনার বুঝতে হবে বাংলাদেশ আপনার কাছ থেকে সবসময় ভালো কিছু আশা করে,Positive,0,0,0,0,0,0,0
কবে আপনি এই ভালোটা দিতে পারছেন দেশের জন্য স্যার,Negative,0,0,0,0,0,0,0
নিজের সেরা টা দেওয়ার চেষ্টা করেন দাদা ️,Positive,0,0,0,0,0,0,0
আপনি এসব ট্রল বাহিনীর কথায় কান না দিয়ে নিজের খেলা খেলুন,Positive,0,0,0,0,0,0,0
বর্তমানে রানের চেয়ে পোষ্ট বেশি হচ্ছে,Positive,0,0,0,1,0,0,0
লিটনের জন্য ঘরোয়া লীগে ভালো ক্যাপ্টেন হিসেবে নিজেকে প্রমান করা খুবই গুরুত্বপূর্ণ কোন পযার্য়ে নিয়মিত ভাবে ক্যাপ্টেন্সি না করেই এশিয়া কাপ ও ওয়ার্ল্ড কাপের মতো বড় আসরে ক্যাপ্টেন্সি পাওয়া কোন ভাবেই যুক্তি যুক্ত নয় নিজেকে আগে উপযুক্ত করে গড়ে তুলুন আর অবশ্যই ব্যাটিংএ আরো বেশি ধারাবাহিকতা আনুন Litton Kumer Das,Positive,0,0,0,0,0,0,0
সকল ট্রলের জবাব ব্যাটে চাই LKD,Positive,14,1,0,6,3,0,0
সকল ট্রলের জবাব চাই Lkd দাদা ব্যাটে জবাব দিতে হবে মুখে না শুভ কামনা রইলো দাদা,Positive,0,0,0,1,0,0,0
দেশের হয়ে এবং দেশের বাহিরের লিগে দাদা যেভাবে পারফর্ম করতেছেন,Positive,0,0,0,0,0,0,0
কি এনজয় করছেন এক ম্যাচ এ রান করছেন আর বাকি গুলো ফ্লপ,Negative,4,2,0,0,0,0,0
"অধিনায়কত্ব না পাওয়াতে দাদা মনে হয় কষ্ট পেয়েছেন 
আগামীর জন্য শুভকামনা রইলো দাদা️",Positive,0,0,0,0,0,0,0
ভগবানের কৃপা আবার ভালো খেলবেন আপনি যারা নিন্দা করছে আপনাকে নিয়ে এইদের বুঝিয়ে দেন আপনি সবসময় শতভাগ ভালো খেলে ভালো কিছু দিতে চান দেশের জন্য,Positive,0,0,0,0,0,0,0
ভালোতো দেও বাট ১০ ম্যাচ এ তার সংখ্যা ধারায় ১ আসছে ভালো কিছু দেয়ার চিল বয়,Negative,0,0,0,0,0,0,0
ফেসবুকে ছবি ছাড়া ভিডিও ছাড়া নিয়েই ব্যস্ত থাকো,Negative,0,0,0,0,0,0,0
সবতাত গিয়া তুমি ইনজয় করাত লাগি যাও কিছু সিরিয়াস থাকিও মিয়া খেলা নিয়া ফ্রানচাইজি ফয়সা দিয়া নে তোমারে মাগনা নায়,Positive,0,0,0,0,0,0,0
বর্তমানে অফ ফর্মে থাকার পরেও তোমার attitude কমছে নাহ,Negative,0,0,0,1,0,0,0
তুই কিছু করতে পারবিনা,Negative,0,0,0,0,0,0,0
এদের শুধু বড় বড় কথা আছে কাজের বেলায় এরা কিছু করতে পারে না,Negative,1,0,0,0,0,0,0
"সবাই এমনটাই চায়কেউ কি আর খারাপ খেলতে চায় নাকি
আপনার জায়গায় আমি থাকলে এই কথাই বললাম",Neutral,0,0,0,0,0,0,0
প্রতিপক্ষের বোলারদের যদি কেও বেধড়ক পেটাতে পারে সে হলো লিটন,Negative,0,0,0,0,0,0,0
কম বলে কিভাবে বেশি রান করা যায় সেটা নিয়ে কাজ করেন,Positive,0,0,0,0,0,0,0
লিটন আজকে রান করেছেন মাত্র ২৫,Negative,0,0,0,0,0,0,0
কি করবা এইতা ভালো জানা আছে,Negative,0,0,0,0,0,0,0
ক্যাপ্টেন্সির ব্যাপার টা মাথার থেকে ঝেড়ে ফেলে,Positive,0,0,0,0,0,0,0
"অটোচালক সরি অটচয়েজ লিঠন দাসের ক্যারিয়ার হিস্ট্রি🫣
লিঠনঃ
টপ৮ দলের বিপক্ষে লিটনের ব্যাটিং গড়:
অস্ট্রেলিয়া 20
ইংল্যান্ড 233
ভারত 3388
নিউজিল্যান্ড 716
পাকিস্তান 19
দ আফ্রিকা 22
শ্রীলংকা 833
টপ৮ দলের বিপক্ষে গড়: 191875
৩৩ ইনিংসে ৬১৪ রান
র‍্যাংকিংএর নিচের সারির দলের বিপক্ষে গড়:
আফগানিস্তান: 4062
আয়ারল্যান্ড: 4633
উইন্ডিজ : 3562
জিম্বাবুয়ে : 5981
নিচের সারির দলের বিপক্ষে গড়: 4684
৩৮ ইনিংসে ১৫৪৬ রান/ মোট রানের ৭২৫%
এদের বিপক্ষে এই এভারেজ খুব ভালো খেলে হইছে বিষয়টা এমন নাঐ যে পেন্ডুলামের মতো কিছু প্লেয়ার আছেনা",Positive,0,0,0,0,0,0,0
ভাই কথা না কাজে পরিচয় দিতে হবে,Positive,0,0,0,0,0,0,0
যে খেলা দেখিয়ে এসেছ ভাইস ক্যাপ্টেন না হলে তোমাকে তো খেলায়ওই নিতো না,Positive,0,0,0,0,0,0,0
নো প্রবলেম,Positive,0,0,0,0,0,0,0
আমার দিনাজপুরের হিরো এগিয়ে যাও লিটন দা,Positive,0,0,0,0,0,0,0
তুমি তোমার শতভাগ আফগানিস্তানের বিপক্ষে দিও,Positive,0,0,0,0,0,0,0
ইনশাআল্লাহ ভালো কিছু হতে চলেছে ২০২৩ শে,Positive,0,0,0,0,0,0,0
দাদা অহংকার কমিয়ে খেলায় মনোযোগ দেন,Positive,0,0,0,0,0,0,0
সেই ২০১৫ থেকে আপনার সাথেই আছি,Positive,0,0,0,0,0,0,0
ক্রিকেট ক্যারিয়ারে বেশি করে ফোকাস করো,Positive,0,0,0,0,0,0,0
তোমার জ্বলে ওঠা বাংলাদেশের জন্য যে কতটা জরুরি তুমি জানো ৷ এই এশিয়া কাপ এবং বিশ্বকাপে আশা করি তুমি সমস্ত ট্রোলের জবাব আর একবার দেবে ৷ তোমার জন্য শুভ কামনা রইলো ৷ lkd16,Positive,0,0,0,0,0,0,0
দাদা আপনার কথা বার্তা শুনলে আমার রাগ হয়,Negative,0,0,0,0,0,0,0
দূর কচু খেলছিস,Negative,0,0,0,0,0,0,0
রানের গতি বাড়াতে হবে,Positive,2,0,0,0,0,0,0
৬ দিন হয়ে গেলো কোন চিল পোস্ট পাচ্ছি না আপনার থেকেফেসবুকে এত অনিয়মিত হলে হবে দাদা,Positive,0,0,0,0,0,0,0
এশিয়া ও বিশ্বকাপে তোমার থেকে ১০০ ডিসার্ব করি লিট্টু,Positive,0,0,0,0,0,0,0
সবই বুঝলাম,Neutral,0,0,0,0,0,0,0
তুই দেশকে হে ডা দিবি নিজের ব্যাটে রান পাস না এক যুগ অই যাচ্ছে,Negative,0,1,0,0,0,0,0
জিম্বাবুয়ে আর আয়ারল্যান্ড হলে সিরিজ সেরা তুমি অন্য দল হলে জিরো,Neutral,0,0,0,1,0,0,0
অনেকেই তোমাকে নিয়ে ট্রল করছে,Positive,0,0,0,0,0,0,0
"আহ কত আশা মনে ছিল
ক্যাপ্টেন্সি নিয়ে লাফামু সবার দাদা হমু বেতন ও বাড়ামু খারাপ খেললে ও চিন্তা করমু না সব ভেস্তে গেল 🫵🫵🫵",Positive,0,0,0,0,0,0,0
আমরা ও চাই দেশের জন্য বড় কিছু করুন এশিয়া কাপ ও বিশ্বকাপে ধারাবাহিক পারফরম্যান্স চাই,Positive,0,0,0,0,0,0,0
"তোমার কথাবার্তার সিস্টেম ভালো না 
মাঝে মাঝে উল্টাপাল্টা কথা বল মিয়া",Negative,0,0,0,0,0,0,0
চেষ্টা করেন কিন্তু পারেন না চেষ্টা করতে থাকেন পারবেন হয়তে 2090 সালে,Negative,1,0,0,0,0,0,0
আপনার ব্যাথায় আমিও ব্যাথিত,Positive,1,0,0,0,0,0,0
বিশ্বকাপে ভালো কিছু কইরেন ভাই,Positive,0,0,0,0,0,0,0
আমরা একটা এশিয়া কাপ চাই এবার কিন্তু আর বিশ্বকাপ চাই আমরা কেনো দিন কি বিশ্বকাপ আর এশিয়াকাপ পাবোনা বলেন ভাই আমাদের একটা বিশ্বাস আছে যে আমরা একটা কাপ চাই,Positive,0,0,0,0,0,0,0
ডিসকাউন্ট ইদানীং কাজের চেয়ে কথা বলে বেশি,Positive,0,0,0,0,0,0,0
আপনে ভালো খেললে দেশ ভালো খেলে তাই আপনাকে শতভাগ ভালো খেলার চেষ্টা করতে হবে,Positive,0,0,0,0,0,0,0
লিটন কুমার দাস একটা কথাই বলি ভাই যে দল ঘোষণা করছে কতটুক কি করতে পারবে অন্তত বার আমি সীমানার বাইরে থেকে বলছি কোন কিছুতে সফলতা আসবে না আমারে কমেন্ট কপি করে রাখ,Negative,0,0,0,0,0,0,0
ইনজয় করেছেন তবে ভালো কোন ইনিংস হয়নি,Negative,0,0,0,0,0,0,0
"আগে এটা জিজ্ঞেস করেন শেখ মাহাদি নাইন শেখ
শামিম পাটোয়ারী আফিফ হোসেন এদের থেকে নির্বাচক পেলেন কত টাকা নিছে?



হ্যা এটাই সত্য আগে এটা জিজ্ঞেস করেন শেখ মাহাদি নাইন শেখ
শামিম পাটোয়ারী আফিফ হোসেন এদের থেকে নির্বাচক পেলেন কত টাকা নিছে?



হ্যা এটাই সত্য 
ভাই আপনি একটু জিজ্ঞেস করেন",Neutral,0,0,0,0,0,0,0
আপনি কথা বলতে শিখেছেন আর তাই আপনাকে দিয়ে কিছু হবে না,Negative,0,0,0,0,0,0,0
️চিন্তার কোন কারণ নাই সময় সবকিছু নেয় আবার সময় সবকিছু দেয় আর এবার অধিনায়ক সর্বকালের সেরা খেলোয়ার অধিনায় বাংলাদেশের তো আমার মনে হয় এশিয়া কাপ টা এবার বাংলাদেশে আসবে 🇧🇩🇧🇩,Positive,0,0,0,0,0,0,0
কেন জানি মনে হচ্ছে লিটন সুবিধার না বাংলাদেশ ক্রিকেট দলের জন্য,Negative,0,0,0,0,0,0,0
গ্লোবাল টি টুয়েন্টি লিগে খুবই বাজে ফর্ম ছিলো যার এফেক্ট লঙ্কা লিগে ও পড়তেছে তারপর এশিয়া কাপে ও পড়তে পারে,Negative,0,0,0,0,0,0,0
নিজেকে অনেক বড় মনে করো একটা ম্যাচেও রান পাবি না,Negative,0,0,0,0,0,0,0
তুমি তো মিয়া আগের মত নাই,Positive,1,0,0,0,0,0,0
অহংকার কইরেন না দেখবেন ভালো খেলতে পারবেন সবসময়,Positive,0,0,0,0,0,0,0
"বাংলাদেশের সবার মাঝে আমি আপনার উপর একটা আলাদা বিশ্বাস পাই ️
আসা করি বিশ্বাস টা রাখবেন এই ওয়ার্ল্ড কাপে",Positive,0,0,0,0,0,0,0
সমালোচনা মানুষের অভ্যাসআপনি নিজের মতো করে এগিয়ে যেতে থাকুন,Positive,0,0,0,0,0,0,0
মন থেকে অভিনন্দন জানাছে কি না সন্দেহ করতেছে যে তার সর্বকালের সেরা ক্রিকেট এ সাকিব আল হাসান কে রাখে না যে অধিনায়ক করার জন্য গতকাল ও একটু ইঙ্গিত দিয়েছে সে মন থেকে কিভাবে বুঝলাম না,Positive,2,0,0,0,0,0,0
অবশ্যই আমরা চাই বাংলাদেশ ভালো কিছু করুক এবং আপনাদের সবাইকে আমরা অনেক ভালোবাসি  তবে মাহমুদুল্লাহ রিয়াদ ভাইয়ের থাকাটা দরকার ছিলো হাজারো ক্রিকেটপ্রেমীর আজ এই একটি জায়গায় মন খারাপ,Neutral,1,0,0,1,0,0,0
আপনি তো পৃথিবীর সেরা খেলোয়াড় লর্ড লিটন দাস,Positive,1,0,0,0,0,0,0
ভাই এশিয়া কাপ ও বিশ্বকাপে আপনার রানে থাকাটা জরুরি,Positive,3,0,0,0,2,0,0
মান সম্মান তো সব ডুবিয়ে এসেছো একটা ম্যাচ বাদে আর সবগুলা ম্যাচে বলের ছেয়েও রান কম ছিল এখনকার টিটোয়েন্টিতে এটা অত্যন্ত লজ্জার কিন্তু তোমার ভাব সাব দেখলে মনে হয় তুমি বিশাল টিটোয়েন্টির এক খেলোয়াড,Negative,1,0,0,0,0,0,0
আত্মবিশ্বাসের সাথে টেস্ট লিগ খেলে কানাডা থেকে দেশে ফিরছেন লর্ড লিটন,Positive,3,4,0,0,1,0,0
আমার একজন খুবই পছন্দের খেলোয়াড়,Positive,0,0,0,0,0,0,0
ব্যাগের ভিতরে সব ট্যাকা আর ট্যাকা আহ প্রবাস থেকে ফিরছে আমাদের লিটন দাদা,Positive,0,0,0,0,0,0,0
কানাডা থেকে নিয়ে আসা ডটবল গুলা এশিয়া কাপে যাওয়ার আগে দেশে রেখে যাইয়েন দাদা,Positive,0,4,0,0,0,0,0
"যে খেলা দিছেন এইরকম খেললে তো হবে না আরো ভালো করতে হবে লিটুদা ধারাবাহিকতা বজায় রাখতে হবে 
বাংলাদেশের মানুষ কম হলে ১টা এশিয়া কাপ জয়ের স্বপ্ন যেন এবার পূরণ করতে পারেন",Positive,0,0,0,1,0,0,0
যে কয়দিন সময় আছে ভালোভাবে প্রস্তুতি নাও,Positive,0,0,0,0,0,0,0
কি বাজে খেলা খেলে আসলে ভাইএই রকম খেলা আশা করি নাই,Negative,0,0,0,0,0,0,0
লিটন ছাড়া লিটন বাংলাদেশ থেকে আর কাউকে চয়েজ এ রাখতে চাচ্ছেনা এটা কি উপস্থাপক বুঝতে চাচ্ছে না উপস্থাপিকা বারবার চেষ্টা করতেছে বাংলাদেশের কারো নাম বলানোর জন্যকিন্তু লিটন বারবার আ আ আ করতেছে  তার মানে লিটন বাংলাদেশের কাউকে যোগ্য মনে করে না মাত্র লিটন নিজে নিজেকে যোগ্যতা সম্পন্ মনে করে,Negative,0,0,0,0,0,0,0
"১তোমার আবার ট্রেনিং করে নিজেকে ফর্মে আনা দরকার
২ক্রিকেট বিশ্লেষক আবিদ এর কাছে পরামর্শ নেওয়া দরকার",Positive,0,0,0,0,0,0,0
"দাদা পারফরম্যান্স এর দিকে একটু নজর দেন রানে নিয়মিত হোন
আপনার উপর অনেক আশা করে থাকি দাদা",Positive,3,0,0,1,0,0,0
দাদা খেলাধুলায় একটু মনোযোগ দেওয়া উচিত এবার,Positive,0,0,0,0,0,0,0
বাংলার প্রাণ বাংলার গান সুন্দর তোমার জীবন মান,Positive,0,0,0,0,0,0,0
"আচ্ছা ভালোইছে আপনার যে কিছু হয়ছে না
এখন কথা হয়ছে কানাডা থেকে চকলেট আনছেন নি
কারন আপনার যেই পারফরম্যান্স পুরস্কার তো ভুলেও পাবেন না",Negative,0,0,0,0,0,0,1
ধারাবাহিক পারফরমেন্স না থাকলে অচিরেই ডুবে যাবেন,Negative,1,0,0,0,0,0,0
কানাডার লীগে প্রতি বলে ডট খেলায় যদি গাছ লাগানো যাইত তাহলে লিঠুই সেরা হত,Positive,1,0,0,0,0,0,0
ফর্ম ধারাবাহিক নয়,Positive,4,0,0,0,0,0,0
"এক্সপেক্টেশন বেশি ছিল দাদা
সমস্যা নাই এশিয়া কাপে ইন্ডিয়াকে এর দাম দিতে হবে",Positive,3,0,0,0,0,0,0
হ আহো বাড়ি বহুত এলেবিলে খালে পাশ করছো তুমি,Negative,1,1,0,0,0,0,0
দাদা দেখি আওয়ামী লীগ  এজন্যই তো বলি এত অফ ফর্মে থাকার পরও একাদশে কিভাবে থাকতো,Positive,0,1,0,0,0,0,0
ট্যাটু করেছেন জনাব ট্যাটু করলে জয়েন্টে ব্যাথা হয় আপনার জয়েন্ট দেখে ধারণা করতে পারছি আপনার ধাতুতে সমস্যা রয়েছে পানির ওষুধ লাগলে জানাবেন ওষুধের সাথে আরএফএল এর সুন্দর একটি বাটি ফ্রি,Positive,0,0,0,0,0,0,0
কররা একটা খেলা দিয়ে আসছো ভাতিজা পরের বার আর ডাক পাবা না,Positive,1,2,0,0,0,0,0
কানাডা লীগে হাজার হাজার রান করার জন্য আপনাকে ধন্যবাদ,Positive,0,1,0,0,0,0,0
ভাই একটু ভাব কম দেখাইয়া মনোযোগ দিয়ে খেলাটা খেলা,Positive,1,1,0,0,0,0,0
"দাদা নার্ভাসনেস কমান তাহলে বিদেশি লীগ গুলোতে ভালো খেলতে পারবেন
টিমমেটদের বাংলাদেশি টিম মেট ভাবুন",Positive,1,0,0,0,0,0,0
পাপন ভাইকে গ্রামিন সিম দিয়ে একটা কল দেন,Positive,2,0,0,0,0,0,0
যেই খেলা খেলছে আর কোন লীগে সুযোগ পায় কিনা সন্দেহ আছে,Negative,2,2,0,0,0,0,0
